	id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19552273,Sonder | The Conrad | Architectural 4BR,12243051,Sonder,,Downtown,42.35682,-71.0604,Entire home/apt,260,30,66,2019-12-13,2.09,182,259
19574477,Gorgeous Audubon Circle Studios (1),70331522,Laurie,,Fenway,42.34716,-71.10527,Entire home/apt,185,30,88,2019-11-11,2.83,2,313
19581567,Freedom Trail Condo,93353522,Thomas,,Charlestown,42.37428,-71.06138,Entire home/apt,250,2,98,2020-03-01,2.97,1,48
19650995,Home away from home on Washburn street #2.,66554696,Paul,,Dorchester,42.32467,-71.05859,Private room,99,2,39,2020-02-29,1.20,2,180
19670771,"Two Bedroom Apartment, Parking Included.",80986054,Eric,,Roxbury,42.31186,-71.08685,Entire home/apt,71,1,316,2020-03-15,9.64,1,30
19672185,3rd Floor Efficiency Perfect for City Explorers,16284736,Jordan,,East Boston,42.3748,-71.03404,Entire home/apt,100,1,226,2019-11-24,6.93,5,286
19691987,Sonder | The Conrad | Charming 3BR,12243051,Sonder,,Downtown,42.35619,-71.06087,Entire home/apt,230,30,43,2020-01-19,1.41,182,363
19694265,Sonder | The Conrad | Quaint 2BR,12243051,Sonder,,Downtown,42.35599,-71.06092,Entire home/apt,140,30,23,2019-10-07,0.73,182,365
19694483,Sonder | The Conrad | Lovely 2BR,12243051,Sonder,,Downtown,42.35597,-71.06132,Entire home/apt,160,30,24,2019-11-27,0.76,182,365
19695858,Sonder | The Conrad | Stunning 2BR,12243051,Sonder,,Downtown,42.35629,-71.06113,Entire home/apt,140,30,26,2019-08-19,0.81,182,350
19727919,Shelly's Bunk Room,139072570,Lance And Shelly,,East Boston,42.38138,-71.02312,Private room,59,1,270,2020-02-26,8.36,5,344
19735537,Diana North End,122351910,Elena,,North End,42.3668,-71.05685,Private room,100,91,0,,,1,0
19744120,"School St · School St · Charlestown, Boston ~ charm & location",8036929,Suzy,,Charlestown,42.37896,-71.06514,Entire home/apt,130,2,142,2020-03-09,4.41,1,83
19757033,Boston - Comfort - Convenience - Price,86781391,Bob,,Mattapan,42.27554,-71.07463,Private room,75,91,0,,,1,362
19790139,Bunker Hill Beauty,739333,Andrew,,Charlestown,42.38176,-71.06898,Entire home/apt,90,91,21,2019-02-23,0.65,1,0
19820827,Classic Style|Central Walking|Back Bay 3BR 1BA #3,814298,Thatch,,Back Bay,42.3506,-71.08888,Entire home/apt,400,91,75,2019-09-27,2.37,90,74
19823776,Sonder | The Conrad | Beautiful 2BR,12243051,Sonder,,Downtown,42.35605,-71.06097,Entire home/apt,165,30,41,2020-01-26,1.27,182,362
19823907,Sonder | The Conrad | Delightful 4BR,12243051,Sonder,,Downtown,42.35628,-71.06131,Entire home/apt,259,30,43,2020-01-24,1.40,182,259
19824694,Sonder | The Conrad | Pristine 2BR,12243051,Sonder,,Downtown,42.35727,-71.06078,Entire home/apt,160,30,66,2020-01-08,2.03,182,236
19824791,Massive Southie 3 bed with parking and backyard,7521948,Alex,,South Boston,42.33428,-71.04521,Entire home/apt,500,2,0,,,1,0
19827018,Sonder | The Conrad | Classic 2BR,12243051,Sonder,,Downtown,42.35747,-71.06078,Entire home/apt,140,30,31,2019-12-13,1.00,182,259
19885281,#203 Boston New Central AC Private BR 免费咖啡禁止吸烟,105851798,Anne,,Dorchester,42.3075,-71.06533,Private room,50,91,37,2019-11-11,1.17,20,365
19885345,#202 Boston private AC Queen BR 免费咖啡 禁烟 讲国语,105851798,Anne,,Dorchester,42.30792,-71.06513,Private room,44,91,25,2019-11-02,0.79,20,365
19891528,A Restful Heaven!!Private Bathroom Free St. Pking.,135920429,Wendy And Juan,,Mattapan,42.27921,-71.09796,Private room,35,1,74,2020-03-13,2.30,5,345
19904967,Penthouse suite in historic Beacon Hill,140952422,Evan And Sabrina,,Beacon Hill,42.35658,-71.0715,Entire home/apt,200,91,7,2019-08-19,0.22,1,0
19918817,#204 Boston private AC BR 全楼禁烟免费咖啡,105851798,Anne,,Dorchester,42.30754,-71.06525,Private room,55,91,25,2019-11-09,0.79,20,365
19925457,Spacious 1BR |  Full Kitchen | Gym | West End,30283594,Kara,,West End,42.36352,-71.0687,Entire home/apt,135,9,1,2020-02-22,1,92,364
19926609,Modern 1BR | Fully Furnished | Gym | West End,30283594,Kara,,West End,42.36549,-71.06819,Entire home/apt,129,9,3,2020-02-26,0.10,92,349
19929604,"Master Bedroom, excellent location, well furnished",64217469,Adam,,Allston,42.34759,-71.13912,Private room,60,28,3,2019-11-30,0.09,1,216
19965562,"Classy, cozy 2 BR, 2 Bath Boston condo",9181364,Bruce,,Roslindale,42.28829,-71.12869,Entire home/apt,170,2,36,2020-03-13,1.16,1,171
19969497,$199 Special! Modern City Triplex *Close to Center,28662210,Terry,,Roxbury,42.32962,-71.09365,Entire home/apt,425,3,106,2020-02-23,3.35,4,113
19982161,"Cozy, Bright Studio in Back Bay/South End",12195484,Rada,,South End,42.34531,-71.07631,Entire home/apt,140,91,25,2019-11-11,0.79,1,106
19996537,Cozy studio in Fenway,33529388,Liqin,,Fenway,42.34115,-71.09727,Entire home/apt,100,91,0,,,1,0
19997604,Back Bay Apartment near MIT and Newbury Street - F,51079261,Riverside,,Fenway,42.35095,-71.09009,Entire home/apt,230,2,30,2019-09-20,0.96,2,104
20035860,"Private room on top floor, great view(tulip room)",133457702,Selim,,Jamaica Plain,42.3243,-71.10715,Private room,85,1,39,2019-10-20,1.23,6,87
20053152,Over the Top 2-BR in Boston near Fenway Park!! WOW,30283594,Kara,,Jamaica Plain,42.32897,-71.11107,Entire home/apt,170,91,0,,,92,90
20055667,Newly Renovated Private Bedroom Close to  Airport,15943555,Monya,,East Boston,42.37993,-71.04062,Private room,100,1,38,2019-11-03,1.20,4,58
20090712,(MB-5) Gorgeous Floor through Back Bay Apartment!,21184200,Airbnb,,Back Bay,42.35348,-71.08008,Entire home/apt,175,2,93,2020-03-01,3.02,12,124
20094965,Peaceful Nook!!Free Street Parking!!.Non-smoking,135920429,Wendy And Juan,,Mattapan,42.27979,-71.09934,Private room,30,1,99,2020-03-08,3.13,5,358
20137158,"Urban, funky Maverick Square suite w/ private bath",143204479,Anthony,,East Boston,42.36803,-71.03995,Entire home/apt,75,31,72,2019-05-26,2.62,2,13
20207694,cute and cozy 3rd floor apt,69267172,Lynda,,Roslindale,42.27632,-71.13423,Entire home/apt,147,1,12,2019-08-26,0.40,6,365
20208589,Lux 1 Bedroom Apt Near Waterfront w/wifi,9419684,Mike,,West End,42.36454,-71.06931,Entire home/apt,293,91,1,2018-12-22,0.07,68,68
20228320,North End 1 BR + Patio in Little Italy,45455727,James,,North End,42.36681,-71.05379,Entire home/apt,195,2,150,2020-03-01,4.77,3,297
20229074,Great South End / Back Bay location! 1 bed condo,84699905,Jack,,South End,42.34631,-71.07188,Entire home/apt,298,2,49,2020-02-02,1.59,1,182
20237145,"Bright and Spacious 3 BedR., 1 bath",66645251,Mary,,Dorchester,42.30355,-71.05994,Entire home/apt,165,2,39,2019-11-11,1.23,1,228
20248640,Family Friendly Brownstone South End 1 BR Duplex,12281951,Sarah,,South End,42.347,-71.07243,Entire home/apt,182,2,132,2020-02-02,4.40,1,50
20268369,Large Private Bedroom Close to Airport,15943555,Monya,,East Boston,42.37822,-71.03923,Private room,160,2,16,2019-10-20,0.53,4,56
20269422,#205 Boston Private AC 双床BR 免费咖啡,105851798,Anne,,Dorchester,42.3077,-71.06489,Private room,60,28,30,2019-10-16,0.97,20,365
20269943,★ THOROUGHLY CLEANED & DISINFECTED Private Condo ★,144512715,Mike,,North End,42.36645,-71.05719,Entire home/apt,140,1,267,2020-03-01,8.42,1,130
20349970,"Walk To The Beach or City, room 7",30342817,Piter & Stacy,,Dorchester,42.32082,-71.05502,Private room,0,1,95,2020-01-01,3.12,7,337
20350489,Modern Studio | Full Kitchen | Longwood/Fenway,30283594,Kara,,Mission Hill,42.33188,-71.11211,Entire home/apt,199,3,0,,,92,354
20350976,Spacious 2BR | near Harvard Med School &Hospitals,30283594,Kara,,Mission Hill,42.33167,-71.11235,Entire home/apt,259,8,19,2020-02-22,0.73,92,362
20352746,#Neat! THE Bluebird Boston 3-BR Apt + Gym!!,95459395,Bluebird,,Mission Hill,42.3301,-71.11281,Entire home/apt,319,9,0,,,43,337
20353421,Beautiful | Spacious |  3BR | near Fenway!,30283594,Kara,,Mission Hill,42.33238,-71.11251,Entire home/apt,289,3,49,2020-02-23,1.94,92,332
20353612,Cozy Bluebird Boston 3-BR Apt + Jamaica Pond View,95459395,Bluebird,,Mission Hill,42.33151,-71.11103,Entire home/apt,225,9,0,,,43,364
20354465,*Bluebird WOW 3-BR Boston Apt Next to MBTA Bus! !!,95459395,Bluebird,,Mission Hill,42.33067,-71.11253,Entire home/apt,349,9,0,,,43,328
20355160,Plush Bluebird 2-BR Boston Apt + gym & Roof Deck,95459395,Bluebird,,Mission Hill,42.33195,-71.11111,Entire home/apt,269,9,2,2019-12-14,0.09,43,365
20355929,Boston Bluebird Modern 3BD Next to MBTA Bus & T!!!,95459395,Bluebird,,Mission Hill,42.33018,-71.11249,Entire home/apt,319,9,7,2019-05-27,0.22,43,364
20381047,Cozy Bluebird Boston 2-BR Apt + Jamaica Pond View!,95459395,Bluebird,,Mission Hill,42.33095,-71.11143,Entire home/apt,299,9,0,,,43,355
20417844,Private Suite in South Boston | Convenient to BCEC,17487234,Andrew,,South Boston,42.34076,-71.05155,Private room,125,1,89,2020-03-07,2.86,1,102
20420751,Sunny Private Room in Beautiful Chestnut hill,33131531,ChiChi,,Brighton,42.33874,-71.14786,Private room,65,91,11,2019-08-17,0.35,3,74
20431834,Southie Townhome with Private Room/Bath/Entrance!,99396351,Nick,,South Boston,42.33529,-71.05511,Private room,95,1,119,2020-03-08,3.78,2,73
20436050,"H2, 2 min walk to T/Metro, 17 min to Downtown",30525952,Yueyang,,Dorchester,42.28277,-71.06671,Private room,42,3,110,2020-02-09,3.56,10,284
20436407,"H4, 2 min walk to T/Metro, 17 min to Downtown",30525952,Yueyang,,Dorchester,42.28212,-71.06489,Private room,50,3,122,2020-02-09,3.94,10,355
20436494,"H3, 2 min walk to T/Metro, 17 min to Downtown",30525952,Yueyang,,Dorchester,42.28341,-71.06625,Private room,40,3,115,2020-02-24,3.71,10,353
20438938,"H7, 2 min walk to T/Metro, 17 min to Downtown",30525952,Yueyang,,Dorchester,42.28147,-71.06618,Private room,40,3,99,2020-02-17,3.25,10,362
20443029,"Boston South End: Gorgeous 3-bed, ideal location!",57670161,Parin,,South End,42.34254,-71.07848,Entire home/apt,275,1,126,2020-03-01,4.09,1,196
20445979,Near Silver Line easy 2 Cambridge/Downtown/LMA/BMC,145930475,Huggy,,Roxbury,42.32652,-71.0799,Private room,35,91,4,2018-07-30,0.13,6,365
20446955,Your Other Home in a Different Town,51772323,Vanessa,,Hyde Park,42.26724,-71.10521,Private room,55,91,20,2019-05-21,0.64,2,179
20448888,Boston #4 @ Samuel Adam Brewery near (T),132606746,Javier/ Gilberto,,Jamaica Plain,42.31411,-71.10274,Private room,52,91,44,2019-11-04,1.74,8,104
20456058,Very cool place in a very cool location.,50509814,Avi,,Allston,42.34741,-71.13317,Entire home/apt,125,91,5,2017-10-08,0.17,1,0
20459710,Good place for hangout,136833198,Kishore,,Mission Hill,42.33463,-71.09965,Entire home/apt,200,91,0,,,1,0
20466987,2 Bed / 1.5 Bath Condo. 5-minute walk to Red Line.,109724397,Dan,,Dorchester,42.32251,-71.05746,Entire home/apt,110,1,72,2019-09-22,2.36,1,39
20479416,Shelly's Garden Room,139072570,Lance And Shelly,,East Boston,42.38138,-71.02312,Private room,44,1,140,2020-03-01,4.48,5,333
20493345,Brighton - 5 Min walk Green line,123928442,Jin,,Brighton,42.34366,-71.1507,Private room,40,1,86,2020-03-07,2.76,2,226
20504207,Cozy Studio | Minutes to Downtown,16541124,Ray,,Roxbury,42.33162,-71.08326,Entire home/apt,110,1,190,2020-03-05,6.08,5,79
20520099,"Boston, Mass  vicinity #2 Samuel Adam Brewery (T)",132606746,Javier/ Gilberto,,Jamaica Plain,42.31448,-71.10227,Private room,65,91,36,2020-01-18,1.16,8,346
20547874,Sunny Private Room in Chestnut hill,33131531,ChiChi,,Brighton,42.33902,-71.14953,Private room,65,91,6,2018-06-25,0.24,3,0
20548300,A room at the Gryphon House,146734158,Teresa,,Fenway,42.34959,-71.09211,Private room,200,28,0,,,1,0
20588785,The Moontower Apartment,88360952,Anthony,,Downtown,42.35452,-71.05989,Private room,50,91,63,2018-12-15,2.03,2,46
20590425,"H6, 2 min walk to the T/Subway, 17 min to Downtown",30525952,Yueyang,,Dorchester,42.28337,-71.065,Private room,42,3,99,2020-01-25,3.21,10,357
20607519,Boston Home Base: Cozy Two Bedroom,3343710,Hazel,,Allston,42.36146,-71.13381,Entire home/apt,280,91,1,2018-04-17,0.04,1,0
20623854,Huge Bedroom & Private Bath in House of Porches,731061,Gabrielle,,Jamaica Plain,42.31494,-71.11484,Private room,65,3,48,2020-03-13,1.59,1,0
20634420,Friendly family single room,27871799,Althea,,Mattapan,42.27597,-71.07737,Private room,40,1,39,2020-03-01,1.26,6,274
20635474,(104) Back Bay Studio - Prime Location/ St Botolph,21184200,Airbnb,,Back Bay,42.34392,-71.08196,Entire home/apt,99,1,141,2019-12-15,4.62,12,150
20647029,Sonder | Seaport District | Dashing 2BR,12243051,Sonder,,South Boston,42.3399,-71.04828,Entire home/apt,112,30,39,2020-02-28,1.26,182,8
20648678,Sonder | Seaport District | Bright 2BR,12243051,Sonder,,South Boston,42.33964,-71.05016,Entire home/apt,112,30,65,2020-02-29,2.11,182,11
20649310,Comfort and convenience in Boston with parking,42379994,Ken,,Roslindale,42.28147,-71.12512,Private room,69,1,33,2019-12-29,1.07,1,252
20650593,The Historic House in the North End/Waterfront,27172259,Travis,,North End,42.36765,-71.05496,Entire home/apt,995,91,104,2019-09-02,3.37,1,0
20655696,Chic Retreat min from Downtown freeprgk walk2T,25203946,Eder,,Dorchester,42.30978,-71.06312,Entire home/apt,500,2,24,2020-03-01,1.06,17,357
20663729,Cozy (mid) Convenient Private bedroom by Airport,1114868,Charles,,East Boston,42.37948,-71.02785,Private room,150,1,74,2020-03-03,2.39,2,88
20687802,"Close to BMC, LMA, Northesatern Renovated House 24",145930475,Huggy,,Roxbury,42.3273,-71.07918,Private room,35,91,8,2019-10-04,0.27,6,365
20693094,Easy access to downtown Boston,35305553,Paul,,Roxbury,42.3161,-71.08013,Private room,60,91,15,2019-11-03,0.50,2,60
20694962,Feel at home in a good vibes place.,6213128,Oscar,,Allston,42.34877,-71.1308,Private room,120,91,5,2019-11-03,0.25,1,90
20703145,Centrally located 1855 Row House on Gas-Lit Street,148198110,Max,,Charlestown,42.37508,-71.06085,Entire home/apt,750,2,3,2018-07-29,0.15,1,3
20704205,West Roxbury private room,38772291,Kevin,,West Roxbury,42.26524,-71.15024,Private room,90,91,1,2017-08-31,0.03,1,0
20723594,Lower level private room and bath in Savin Hill,72139831,Robin,,Dorchester,42.30931,-71.04857,Hotel room,75,1,96,2020-03-01,3.11,4,296
20744849,"Two nice rooms w/private bath, parking",148573825,Gavin,,Allston,42.35344,-71.14238,Private room,85,2,56,2020-01-25,1.97,1,8
20744881,Blissful Rest!Free Street Parking!!!Non-smoking,135920429,Wendy And Juan,,Mattapan,42.27874,-71.09807,Private room,67,1,79,2020-02-23,2.58,5,345
20747657,Nice  Room. Walking distance to new train Station,148594740,Brunir,,Hyde Park,42.27156,-71.10681,Private room,55,2,40,2019-11-01,1.30,2,352
20754696,Cozy Private Garden Studio near the Heart of JP,883209,Ann & Esther,,Jamaica Plain,42.3052,-71.11844,Entire home/apt,110,3,93,2020-03-08,3.07,1,110
20758965,"H5, 2 min walk to T/Subway, 17 min to Downtown",30525952,Yueyang,,Dorchester,42.28335,-71.06491,Private room,37,3,97,2020-01-20,3.26,10,362
20763306,Minion 3? Convention/Subway/Beach 130-3,26704689,Mac,,South Boston,42.33601,-71.05292,Entire home/apt,99,91,92,2019-08-27,3.02,10,365
20771314,Comfy Room near Harvard / Longwood Medical Area,10623565,BJ & Rose,,Mission Hill,42.33347,-71.10912,Private room,80,4,50,2020-03-01,1.64,2,112
20775116,Gorgeous Audubon Circle Studios (2),70331522,Laurie,,Fenway,42.34542,-71.10334,Entire home/apt,175,30,109,2019-11-15,3.57,2,333
20785742,Symphony Place,148963669,Richard And Vicki,,Fenway,42.34301,-71.08764,Entire home/apt,200,2,110,2020-02-20,3.60,1,285
20788754,Large Room Near Downtown Boston,35305553,Paul,,Roxbury,42.31446,-71.08193,Private room,68,91,22,2019-08-12,0.72,2,180
20815139,Historic 3+ Bedroom Charlestown Townhouse,16777147,Chris,,Charlestown,42.3803,-71.0642,Entire home/apt,240,91,14,2019-07-15,0.47,1,0
20818827,"4B south end,sunny room near orange/silver line T",41932249,Ann,,Roxbury,42.33624,-71.07963,Private room,69,91,58,2019-09-01,1.91,18,0
20819487,1D south end/BU Med/NEU/Haynes C.C. cozy room,41932249,Ann,,Roxbury,42.33763,-71.07877,Private room,49,1,104,2020-03-01,3.65,18,16
20819948,2B. sunny room in 4bed2bath BU Medical/NEU,41932249,Ann,,Roxbury,42.33668,-71.07931,Private room,69,91,58,2019-08-14,1.90,18,0
20829520,Beautifully Furnished 2-BR in The Heart of Boston!,30283594,Kara,,Chinatown,42.35217,-71.06182,Entire home/apt,170,91,0,,,92,87
20849944,My Home,149629129,Nadia,,Roxbury,42.31076,-71.08864,Private room,75,91,0,,,1,0
20868619,Newly renovated 3 bedroom  w/wifi & parking,117861820,Kevin,,Brighton,42.35838,-71.14205,Entire home/apt,399,1,200,2020-03-06,6.64,3,121
20873112,"Netflix Included, Self Check-In, Wi-Fi! Your home!",129778130,Michael,,Dorchester,42.29828,-71.08004,Private room,60,1,35,2019-11-04,1.15,2,365
20903558,Sunny room and private bathroom- Brighton center,1521296,Yossi,,Brighton,42.34415,-71.15468,Private room,50,3,48,2019-11-10,1.59,2,243
20926438,Free Parking 2 Bed 1 Bath Steps from BU/Kenmore,130680380,Jodie,,Fenway,42.34935,-71.0944,Entire home/apt,400,28,105,2020-02-17,3.50,2,128
20928823,"Beautiful, modern 1BR Penthouse in heart of Boston",56772906,Linying,,South Boston,42.33249,-71.04013,Entire home/apt,200,2,79,2020-03-01,2.67,1,68
20932029,Beautiful 2BR/1BA in the North End (3B),5578043,Dror,,North End,42.36597,-71.05264,Entire home/apt,147,28,48,2019-11-10,1.65,7,74
20947820,DEL'S PLACE,150636475,Delphine,,Roxbury,42.32729,-71.08597,Entire home/apt,220,3,55,2020-03-01,2.26,1,281
20960666,"1C. south end, room w/bath by orange/silver line T",41932249,Ann,,Roxbury,42.33706,-71.07786,Private room,69,1,99,2020-02-18,3.27,18,11
20968661,"Historical 1BR Modern Downtown Loft, All 5 Stars!",787727,Doug,,Downtown,42.35721,-71.05256,Entire home/apt,349,2,71,2020-02-17,3.03,1,1
20978478,Unwind from City Vibe in Modern/Bright PrivateRoom,9705586,Estuardo,,Roslindale,42.27952,-71.13518,Private room,65,2,23,2020-03-01,0.76,2,300
20983197,Stylish 2 bedroom in the historical North End,66533138,Val,,North End,42.3656,-71.05541,Entire home/apt,190,1,134,2020-02-15,4.48,4,223
20999140,Modern 3 Bed - Steps from Prudential #28,133927887,Kat,,Back Bay,42.34439,-71.0852,Entire home/apt,292,91,37,2019-08-18,1.24,12,0
21000720,Huge 4 BR on Comm Ave Near Everything Free Parking,5618949,Alan,,Allston,42.35045,-71.13663,Entire home/apt,114,4,49,2019-12-26,1.65,6,162
21006936,Becon Hill/MGH,151248865,Yao,,Beacon Hill,42.35993,-71.06905,Entire home/apt,130,30,5,2019-11-10,0.19,1,329
21010620,Lux 1BR Apt in Bulfinch Triangle w/gym & WiFi,9419684,Mike,,Downtown,42.36521,-71.06051,Entire home/apt,339,29,2,2019-03-18,0.12,68,180
21011223,Lux 2BR Apt in Bulfinch Triangle w/gym & WiFi,9419684,Mike,,Downtown,42.36521,-71.06051,Entire home/apt,439,29,1,2019-03-03,0.08,68,174
21025191,Private room.  Very close to new train Station,148594740,Brunir,,Hyde Park,42.27236,-71.10829,Private room,49,2,27,2019-10-21,0.91,2,353
21038943,Single room,46580723,Zong,,Allston,42.35939,-71.13025,Private room,79,91,44,2019-11-10,1.46,2,365
21039322,Single room,46580723,Zong,,Allston,42.3609,-71.1298,Private room,79,91,40,2019-10-19,1.33,2,365
21063622,Cozy 2BR in Heart of Southie,9056166,Andrea,,South Boston,42.33548,-71.04504,Entire home/apt,109,2,117,2020-03-08,4.16,1,275
21067311,Minion 2? Downtown/Convention/Subway/Beach 130-2,26704689,Mac,,South Boston,42.33617,-71.05275,Entire home/apt,99,91,81,2019-09-03,2.72,10,365
21096288,Minutes to Downtown Boston,12357599,Jordy,,Dorchester,42.31108,-71.05685,Entire home/apt,190,31,6,2019-12-22,0.27,1,85
21105981,Spacious 2BR |  Washer/Dryer | TD Gardens | GLS,30283594,Kara,,Downtown,42.36402,-71.05994,Entire home/apt,180,9,5,2019-09-21,0.27,92,357
21107821,Newly Renovated Spacious Apartment in Boston,57402911,Georgia,,Roslindale,42.28945,-71.12972,Entire home/apt,150,2,120,2020-03-01,4.02,2,61
21134436,Cozy (front) Convenient Private bedroom by Airport,1114868,Charles,,East Boston,42.38075,-71.0277,Private room,150,1,68,2020-02-28,2.41,2,88
21140575,"Close 2T Private Room with Airbed!""",16186589,Marie,,Dorchester,42.3039,-71.07603,Private room,35,30,0,,,25,360
21141934,Quick Steps to the Red Line!,16186589,Marie,,Dorchester,42.29107,-71.06542,Private room,45,30,4,2019-11-03,0.14,25,364
